Marca,Modelo,Ano,Cor,País,Preço (€),Tipo
Ford,Kuga,2022,Preto,Reino Unido,37352,Novo
Fiat,Panda,2022,Prata,Alemanha,18428,Novo
Volkswagen,Passat,2020,Cinza,Reino Unido,38071,Novo
Mercedes,Classe A,2020,Azul,Portugal,58720,Novo
Renault,Captur,2022,Branco,França,19862,Novo
BMW,Serie 1,2020,Azul,Espanha,44204,Novo
Audi,A4,2021,Azul,Itália,84575,Novo
Audi,Q3,2018,Cinza,Portugal,67563,Novo
Volkswagen,Golf,2021,Cinza,França,33039,Novo
Volkswagen,Tiguan,2020,Preto,Polônia,18631,Novo
Mercedes,GLA,2020,Preto,França,59910,Novo
Peugeot,308,2019,Preto,França,30246,Novo
Mercedes,Classe A,2018,Cinza,Itália,43582,Novo
Volkswagen,Polo,2018,Verde,Alemanha,23981,Novo
BMW,Serie 5,2018,Preto,Alemanha,32140,Novo
Mercedes,GLA,2020,Branco,Alemanha,58150,Novo
Renault,Captur,2021,Cinza,Espanha,21962,Novo
Renault,Talisman,2020,Branco,Países Baixos,28809,Novo
Mercedes,Classe C,2021,Branco,Itália,39704,Novo
Ford,Mondeo,2018,Preto,Portugal,27029,Novo
Ford,Fiesta,2021,Vermelho,Alemanha,20576,Novo
Fiat,Panda,2019,Cinza,Portugal,15004,Novo
Peugeot,5008,2022,Cinza,Polônia,17147,Novo
Renault,Clio,2019,Cinza,Portugal,22014,Novo
Ford,Focus,2019,Cinza,Reino Unido,38296,Novo
Volkswagen,Golf,2018,Cinza,Espanha,26081,Novo
Audi,Q3,2018,Preto,Espanha,46254,Novo
Ford,Focus,2021,Azul,Itália,38973,Novo
Volkswagen,Tiguan,2020,Prata,Portugal,25549,Novo
Fiat,500,2020,Cinza,Polônia,24459,Novo
Peugeot,3008,2022,Vermelho,Alemanha,31426,Novo
Volkswagen,Polo,2019,Cinza,Alemanha,24593,Novo
Audi,Q5,2020,Cinza,Países Baixos,47646,Novo
Mercedes,GLA,2019,Cinza,Itália,64201,Novo
Ford,Fiesta,2018,Branco,Espanha,31257,Novo
Audi,A3,2021,Preto,França,36880,Novo
Renault,Captur,2019,Vermelho,Portugal,28586,Novo
Peugeot,5008,2018,Verde,Alemanha,39522,Novo
Renault,Clio,2021,Vermelho,França,27768,Novo
BMW,Serie 3,2020,Verde,Itália,63411,Novo
Volkswagen,Golf,2021,Preto,Polônia,29032,Novo
BMW,Serie 3,2021,Preto,Espanha,38368,Novo
Fiat,500,2022,Azul,Portugal,22497,Novo
Mercedes,GLC,2021,Preto,Portugal,58833,Novo
Volkswagen,Tiguan,2018,Preto,Espanha,18251,Novo
Renault,Megane,2020,Azul,Países Baixos,33846,Novo
Renault,Captur,2018,Branco,Alemanha,30569,Novo
Fiat,Punto,2018,Preto,Polônia,26625,Novo
Peugeot,3008,2019,Azul,Itália,17670,Novo
BMW,Serie 3,2018,Azul,Portugal,49075,Novo
BMW,Serie 5,2019,Branco,Espanha,63035,Novo
BMW,Serie 1,2019,Prata,Portugal,51839,Novo
Volkswagen,Polo,2019,Preto,Polônia,20084,Novo
Fiat,500,2018,Cinza,Portugal,12447,Novo
Audi,Q3,2019,Cinza,França,69711,Novo
BMW,X3,2020,Azul,França,38897,Novo
Renault,Megane,2020,Vermelho,Espanha,16279,Novo
Renault,Talisman,2021,Cinza,Reino Unido,32103,Novo
Audi,A4,2020,Preto,Itália,73451,Novo
Audi,A4,2018,Azul,Reino Unido,34656,Novo
Ford,Mondeo,2018,Cinza,Países Baixos,18681,Novo
Mercedes,GLA,2020,Cinza,Alemanha,81839,Novo
Ford,Fiesta,2019,Cinza,Alemanha,22831,Novo
Fiat,Punto,2021,Branco,França,24053,Novo
Fiat,Panda,2022,Prata,Portugal,20667,Novo
BMW,Serie 5,2020,Prata,Espanha,63607,Novo
Ford,Focus,2021,Azul,Portugal,30594,Novo
Fiat,Punto,2020,Azul,Reino Unido,13030,Novo
Fiat,Panda,2019,Verde,França,21049,Novo
BMW,X1,2018,Preto,Itália,53406,Novo
Renault,Megane,2018,Preto,Espanha,32234,Novo
Ford,Kuga,2018,Branco,Portugal,20693,Novo
Mercedes,GLA,2021,Cinza,Países Baixos,75352,Novo
Mercedes,Classe C,2022,Preto,Itália,53789,Novo
Volkswagen,Tiguan,2020,Verde,Reino Unido,29253,Novo
Volkswagen,Golf,2021,Branco,Alemanha,39857,Novo
Audi,A4,2020,Azul,Polônia,58983,Novo
Audi,Q3,2020,Branco,Portugal,52066,Novo
Volkswagen,Tiguan,2018,Branco,Itália,27658,Novo
Audi,Q5,2020,Preto,França,35805,Novo
Audi,Q5,2018,Branco,Espanha,62635,Novo
Volkswagen,Polo,2018,Preto,Itália,22966,Novo
Peugeot,5008,2022,Preto,Polônia,31390,Novo
Ford,Fiesta,2020,Vermelho,Países Baixos,23286,Novo
Renault,Megane,2018,Branco,Itália,33046,Novo
BMW,X3,2020,Cinza,Países Baixos,50546,Novo
Mercedes,GLC,2021,Cinza,Portugal,85419,Novo
Fiat,Panda,2019,Branco,Espanha,23439,Novo
Fiat,500,2022,Azul,Espanha,18491,Novo
Audi,Q5,2019,Vermelho,Polônia,41023,Novo
Ford,Focus,2018,Verde,Polônia,26447,Novo
Renault,Captur,2022,Vermelho,Espanha,15064,Novo
Volkswagen,Tiguan,2022,Cinza,Espanha,39034,Novo
Peugeot,208,2018,Cinza,Países Baixos,29666,Novo
Volkswagen,Tiguan,2020,Branco,Espanha,20175,Novo
Ford,Kuga,2018,Cinza,Itália,18914,Novo
Peugeot,208,2021,Preto,França,38797,Novo
Volkswagen,Golf,2018,Azul,Países Baixos,32930,Novo
Mercedes,GLC,2018,Preto,Polônia,55563,Novo
BMW,Serie 3,2022,Vermelho,Alemanha,63476,Novo
Audi,A4,2022,Preto,Reino Unido,83076,Novo
Mercedes,Classe A,2021,Preto,Itália,67592,Novo
Audi,Q3,2021,Verde,Alemanha,52205,Novo
Peugeot,3008,2019,Branco,Portugal,28228,Novo
BMW,Serie 1,2019,Branco,Reino Unido,55081,Novo
Fiat,Punto,2022,Cinza,Itália,25815,Novo
Volkswagen,Tiguan,2020,Prata,Reino Unido,22731,Novo
BMW,X1,2018,Azul,Polônia,52203,Novo
Audi,A4,2022,Cinza,Países Baixos,31561,Novo
Peugeot,3008,2021,Branco,Espanha,29118,Novo
Peugeot,308,2022,Cinza,Espanha,32026,Novo
Audi,A4,2018,Verde,Alemanha,37149,Novo
Ford,Focus,2021,Branco,Reino Unido,18013,Novo
BMW,Serie 5,2022,Branco,Alemanha,54429,Novo
Audi,Q3,2020,Azul,Portugal,40982,Novo
Peugeot,5008,2018,Preto,Reino Unido,18495,Novo
Audi,Q3,2021,Branco,Polônia,42135,Novo
Renault,Talisman,2019,Prata,Portugal,25715,Novo
Peugeot,208,2022,Cinza,Polônia,35569,Novo
Ford,Mondeo,2019,Preto,Alemanha,29138,Novo
Renault,Talisman,2021,Verde,França,28025,Novo
Audi,A4,2018,Verde,Portugal,45638,Novo
BMW,X1,2020,Prata,Espanha,34951,Novo
Peugeot,3008,2020,Preto,Reino Unido,27307,Novo
Peugeot,3008,2021,Vermelho,Reino Unido,24736,Novo
Renault,Clio,2021,Preto,Portugal,24545,Novo
BMW,Serie 3,2018,Cinza,Polônia,56372,Novo
Ford,Kuga,2019,Branco,Espanha,25521,Novo
Renault,Clio,2022,Prata,França,22501,Novo
Audi,Q5,2022,Preto,Países Baixos,38091,Novo
Mercedes,GLC,2018,Branco,França,47364,Novo
Audi,A3,2019,Cinza,Alemanha,79551,Novo
Ford,Fiesta,2019,Verde,Países Baixos,29084,Novo
Volkswagen,Tiguan,2021,Cinza,Reino Unido,23705,Novo
Ford,Fiesta,2019,Vermelho,Alemanha,25108,Novo
Volkswagen,Tiguan,2021,Branco,Reino Unido,41916,Novo
Peugeot,5008,2020,Cinza,Países Baixos,18457,Novo
Mercedes,Classe A,2020,Branco,Portugal,33384,Novo
BMW,X1,2020,Vermelho,Polônia,51643,Novo
Volkswagen,Tiguan,2022,Verde,Portugal,18870,Novo
Audi,Q3,2019,Branco,Espanha,83572,Novo
Peugeot,308,2021,Preto,Alemanha,30983,Novo
Ford,Mondeo,2020,Cinza,Reino Unido,38911,Novo
Renault,Captur,2019,Prata,Polônia,30554,Novo
Mercedes,GLC,2020,Preto,Alemanha,83610,Novo
Volkswagen,Golf,2021,Cinza,França,23655,Novo
Mercedes,Classe C,2019,Branco,Alemanha,42964,Novo
BMW,X3,2021,Branco,Espanha,35942,Novo
Ford,Kuga,2020,Cinza,Espanha,17017,Novo
BMW,X1,2018,Prata,Alemanha,69755,Novo
Ford,Focus,2019,Vermelho,Reino Unido,30347,Novo
BMW,Serie 5,2021,Vermelho,Espanha,74289,Novo
Mercedes,Classe C,2022,Azul,Polônia,60701,Novo
Peugeot,208,2020,Azul,Portugal,25008,Novo
Ford,Focus,2022,Branco,Portugal,33296,Novo
Peugeot,3008,2018,Cinza,Itália,30252,Novo
Fiat,Panda,2021,Prata,Polônia,16198,Novo
Peugeot,308,2020,Branco,Portugal,27734,Novo
Volkswagen,Golf,2022,Preto,Reino Unido,25923,Novo
Ford,Mondeo,2018,Branco,Polônia,32573,Novo
Mercedes,GLC,2020,Branco,Reino Unido,30318,Novo
Audi,A4,2020,Cinza,Alemanha,51010,Novo
Volkswagen,Passat,2018,Branco,Polônia,30844,Novo
Volkswagen,Tiguan,2021,Branco,Polônia,24694,Novo
Fiat,Panda,2020,Branco,Polônia,13332,Novo
Renault,Captur,2022,Vermelho,Países Baixos,24635,Novo
Renault,Clio,2021,Preto,Alemanha,26634,Novo
Peugeot,308,2021,Branco,Reino Unido,38132,Novo
Renault,Clio,2019,Prata,Países Baixos,16989,Novo
Audi,A4,2018,Branco,Espanha,67560,Novo
Ford,Mondeo,2019,Cinza,Portugal,21527,Novo
Audi,A4,2019,Preto,Itália,30670,Novo
Ford,Mondeo,2022,Azul,Polônia,23092,Novo
BMW,X1,2021,Prata,Reino Unido,79987,Novo
Mercedes,Classe C,2020,Branco,Reino Unido,89948,Novo
Audi,Q5,2022,Cinza,França,75682,Novo
Fiat,Panda,2021,Cinza,França,13341,Novo
Fiat,Tipo,2021,Prata,Espanha,27196,Novo
BMW,X1,2022,Cinza,Países Baixos,50946,Novo
BMW,Serie 5,2020,Prata,Reino Unido,36999,Novo
Peugeot,5008,2022,Azul,Alemanha,24409,Novo
Mercedes,Classe C,2022,Branco,Alemanha,74515,Novo
Mercedes,Classe C,2021,Cinza,Itália,87736,Novo
Renault,Captur,2021,Branco,Itália,27663,Novo
Fiat,500,2020,Verde,Espanha,15358,Novo
Volkswagen,Polo,2022,Prata,Reino Unido,33376,Novo
Fiat,Panda,2019,Branco,Polônia,23839,Novo
Audi,Q5,2019,Azul,Espanha,57306,Novo
Peugeot,208,2019,Cinza,Polônia,17693,Novo
Peugeot,5008,2019,Prata,Alemanha,17919,Novo
Volkswagen,Passat,2020,Branco,Países Baixos,20033,Novo
Ford,Mondeo,2022,Vermelho,Polônia,18856,Novo
BMW,Serie 5,2019,Cinza,Portugal,61292,Novo
BMW,X1,2019,Azul,Itália,69962,Novo
Ford,Mondeo,2021,Branco,Reino Unido,29542,Novo
Audi,A4,2021,Branco,França,41314,Novo
Renault,Talisman,2022,Prata,Reino Unido,26657,Novo
Renault,Megane,2021,Verde,Portugal,30736,Novo
Ford,Mondeo,2019,Vermelho,Portugal,26545,Novo
Peugeot,3008,2021,Preto,Países Baixos,29843,Novo
Peugeot,208,2019,Branco,Espanha,37783,Novo
Renault,Clio,2018,Cinza,Itália,25914,Novo
Renault,Talisman,2018,Vermelho,Portugal,32240,Novo
Audi,A3,2020,Preto,Alemanha,48675,Novo
Renault,Talisman,2020,Vermelho,França,32155,Novo
Audi,A3,2021,Branco,Alemanha,39587,Novo
Volkswagen,Passat,2021,Prata,Reino Unido,28713,Novo
Renault,Megane,2020,Preto,Reino Unido,30443,Novo
Renault,Talisman,2019,Azul,Reino Unido,28516,Novo
Mercedes,GLA,2022,Azul,Portugal,39788,Novo
Fiat,Panda,2019,Prata,França,19916,Novo
Audi,Q5,2018,Cinza,Polônia,43732,Novo
Mercedes,GLC,2020,Branco,Alemanha,48097,Novo
Volkswagen,Polo,2020,Vermelho,Polônia,18311,Novo
Mercedes,GLC,2021,Preto,França,67083,Novo
Volkswagen,Tiguan,2022,Verde,Países Baixos,21814,Novo
Audi,Q3,2019,Branco,Portugal,80644,Novo
Mercedes,GLA,2018,Prata,Polônia,89346,Novo
Audi,A4,2020,Cinza,Países Baixos,68423,Novo
Volkswagen,Passat,2019,Azul,Países Baixos,39542,Novo
Audi,Q3,2021,Cinza,Polônia,66633,Novo
Volkswagen,Polo,2018,Branco,Países Baixos,39285,Novo
BMW,Serie 5,2022,Cinza,Espanha,38278,Novo
Audi,Q5,2020,Azul,Alemanha,32041,Novo
Peugeot,308,2018,Prata,Espanha,17564,Novo
Renault,Megane,2021,Prata,França,16178,Novo
Mercedes,Classe C,2018,Preto,Espanha,56302,Novo
BMW,X1,2018,Prata,Espanha,49957,Novo
Renault,Megane,2020,Cinza,Polônia,19174,Novo
Mercedes,GLA,2019,Prata,Polônia,86125,Novo
Renault,Captur,2018,Preto,Polônia,18071,Novo
Volkswagen,Golf,2019,Branco,Alemanha,33982,Novo
Mercedes,Classe C,2020,Preto,Polônia,32855,Novo
Renault,Megane,2020,Preto,Países Baixos,15727,Novo
Peugeot,208,2020,Cinza,Reino Unido,36899,Novo
BMW,Serie 5,2019,Azul,Alemanha,63230,Novo
Volkswagen,Golf,2022,Branco,Itália,26676,Novo
Audi,Q5,2020,Cinza,Países Baixos,67692,Novo
Renault,Megane,2019,Azul,Polônia,23829,Novo
Audi,Q3,2019,Preto,Espanha,41931,Novo
Ford,Mondeo,2019,Branco,Polônia,36188,Novo
Peugeot,5008,2021,Vermelho,Portugal,35966,Novo
Fiat,Tipo,2018,Prata,Polônia,21982,Novo
Audi,A4,2022,Verde,Polônia,31094,Novo
Volkswagen,Tiguan,2019,Branco,Polônia,33048,Novo
BMW,Serie 3,2019,Cinza,França,62146,Novo
Mercedes,GLA,2018,Branco,Polônia,31528,Novo
Peugeot,208,2021,Cinza,Alemanha,18824,Novo
Renault,Clio,2022,Cinza,França,28918,Novo
Volkswagen,Tiguan,2019,Branco,Reino Unido,42372,Novo
Mercedes,GLC,2019,Cinza,Portugal,35294,Novo
BMW,Serie 1,2022,Cinza,França,71504,Novo
Renault,Clio,2018,Cinza,Espanha,28612,Novo
Audi,Q5,2022,Branco,Espanha,33694,Novo
Peugeot,3008,2019,Vermelho,Alemanha,21148,Novo
BMW,X3,2021,Cinza,Reino Unido,39526,Novo
BMW,Serie 5,2021,Branco,França,49250,Novo
Fiat,Punto,2019,Azul,Polônia,18058,Novo
Ford,Kuga,2018,Prata,Alemanha,24791,Novo
Ford,Focus,2019,Prata,Portugal,30287,Novo
Mercedes,GLC,2020,Branco,Países Baixos,69023,Novo
Volkswagen,Polo,2020,Branco,Polônia,21736,Novo
BMW,X3,2019,Azul,Espanha,68392,Novo
Renault,Megane,2020,Branco,Portugal,17328,Novo
BMW,Serie 3,2022,Preto,Polônia,33998,Novo
Volkswagen,Passat,2021,Vermelho,Polônia,24521,Novo
Volkswagen,Tiguan,2020,Preto,Portugal,27972,Novo
Audi,Q3,2022,Cinza,Portugal,65049,Novo
Renault,Clio,2019,Cinza,Países Baixos,34692,Novo
Ford,Mondeo,2022,Branco,Polônia,25783,Novo
Audi,Q3,2022,Branco,Portugal,74746,Novo
Peugeot,5008,2018,Branco,França,38742,Novo
Mercedes,Classe A,2021,Preto,Portugal,63926,Novo
Peugeot,5008,2020,Prata,Alemanha,25106,Novo
Renault,Talisman,2021,Branco,Itália,16873,Novo
Peugeot,208,2020,Preto,Países Baixos,19419,Novo
Audi,A4,2022,Verde,França,32150,Novo
Ford,Mondeo,2020,Preto,Reino Unido,24895,Novo
Ford,Focus,2018,Cinza,Alemanha,25522,Novo
BMW,X1,2018,Branco,Espanha,55164,Novo
Peugeot,3008,2022,Azul,Reino Unido,24605,Novo
Renault,Megane,2019,Cinza,Itália,32178,Novo
Fiat,Punto,2022,Cinza,Portugal,18379,Novo
Peugeot,5008,2022,Vermelho,Reino Unido,34872,Novo
Ford,Kuga,2018,Vermelho,Países Baixos,18411,Novo
Renault,Captur,2018,Azul,Espanha,17579,Novo
Audi,Q5,2018,Branco,Portugal,44520,Novo
Mercedes,Classe A,2019,Branco,Alemanha,74224,Novo
Volkswagen,Passat,2019,Preto,Portugal,27807,Novo
Audi,A4,2021,Azul,Itália,34624,Novo
Audi,A3,2019,Vermelho,França,62194,Novo
Volkswagen,Passat,2019,Vermelho,Portugal,18198,Novo
Audi,Q5,2019,Prata,Espanha,50992,Novo
Fiat,500,2022,Cinza,Portugal,24307,Novo
Fiat,Tipo,2018,Vermelho,França,12768,Novo
Volkswagen,Polo,2021,Vermelho,Itália,24820,Novo
Audi,Q3,2018,Azul,Portugal,35622,Novo
Volkswagen,Polo,2019,Cinza,Países Baixos,36032,Novo
Ford,Focus,2021,Prata,Polônia,27806,Novo
Audi,A4,2020,Cinza,Reino Unido,33377,Novo
Volkswagen,Passat,2018,Branco,França,36781,Novo
Ford,Kuga,2019,Preto,Alemanha,24476,Novo
BMW,Serie 1,2018,Cinza,Polônia,48895,Novo
Mercedes,GLA,2019,Verde,Alemanha,78096,Novo
BMW,Serie 5,2019,Cinza,Itália,57785,Novo
Fiat,500,2019,Verde,Alemanha,27091,Novo
Mercedes,GLA,2020,Cinza,Itália,87989,Novo
Volkswagen,Passat,2020,Branco,Reino Unido,39948,Novo
Volkswagen,Golf,2019,Prata,Espanha,21422,Novo
Renault,Megane,2020,Vermelho,Reino Unido,33457,Novo
Fiat,Panda,2021,Azul,Espanha,15963,Novo
BMW,X1,2019,Cinza,Portugal,53895,Novo
BMW,X3,2020,Cinza,Países Baixos,47622,Novo
Audi,A4,2019,Prata,Países Baixos,60495,Novo
Volkswagen,Golf,2020,Vermelho,Itália,23303,Novo
Fiat,Panda,2020,Prata,França,26449,Novo
Ford,Focus,2022,Cinza,França,32436,Novo
Peugeot,208,2020,Cinza,Alemanha,28823,Novo
Peugeot,308,2018,Branco,Portugal,17991,Novo
Renault,Captur,2021,Branco,Portugal,23062,Novo
Fiat,Punto,2022,Branco,Reino Unido,21181,Novo
Renault,Megane,2020,Cinza,Espanha,21917,Novo
Volkswagen,Tiguan,2021,Cinza,Polônia,26173,Novo
Audi,Q3,2020,Preto,Reino Unido,74969,Novo
Ford,Mondeo,2018,Preto,Itália,17443,Novo
Peugeot,208,2019,Preto,França,38156,Novo
Ford,Focus,2019,Vermelho,Alemanha,23605,Novo
Volkswagen,Tiguan,2022,Vermelho,Polônia,42929,Novo
Peugeot,208,2021,Preto,Países Baixos,22384,Novo
Peugeot,308,2018,Preto,Espanha,36453,Novo
Audi,Q5,2019,Cinza,Itália,80273,Novo
Ford,Fiesta,2022,Verde,Espanha,20176,Novo
Mercedes,GLA,2020,Vermelho,Polônia,58498,Novo
Mercedes,GLC,2019,Vermelho,França,43408,Novo
Fiat,Tipo,2019,Prata,Espanha,20095,Novo
Audi,Q5,2022,Preto,Itália,66715,Novo
Mercedes,GLC,2018,Branco,Alemanha,70206,Novo
Mercedes,Classe C,2020,Azul,Países Baixos,89974,Novo
Peugeot,3008,2021,Prata,Itália,26738,Novo
Audi,Q3,2018,Branco,França,81470,Novo
Renault,Clio,2021,Cinza,Reino Unido,27258,Novo
Ford,Fiesta,2022,Preto,Reino Unido,37553,Novo
Peugeot,3008,2022,Preto,Polônia,39012,Novo
Audi,A3,2021,Preto,França,37749,Novo
Volkswagen,Polo,2019,Azul,Itália,23714,Novo
Audi,Q3,2018,Branco,Reino Unido,33869,Novo
Mercedes,Classe A,2020,Branco,Itália,74216,Novo
Peugeot,5008,2018,Vermelho,Espanha,36369,Novo
Fiat,Punto,2022,Cinza,Portugal,18868,Novo
Mercedes,Classe A,2020,Preto,Polônia,42422,Novo
Audi,Q3,2018,Branco,França,34561,Novo
Audi,Q5,2021,Cinza,Países Baixos,68889,Novo
Fiat,500,2020,Cinza,França,17075,Novo
Ford,Fiesta,2018,Preto,Portugal,26933,Novo
Ford,Focus,2020,Cinza,França,20823,Novo
Peugeot,208,2020,Cinza,Itália,33730,Novo
Mercedes,Classe C,2020,Preto,Polônia,61417,Novo
Mercedes,GLC,2018,Prata,Polônia,83808,Novo
Peugeot,3008,2020,Azul,Espanha,35876,Novo
Mercedes,GLA,2019,Verde,Itália,85794,Novo
Fiat,Punto,2020,Cinza,Itália,23600,Novo
Mercedes,GLC,2019,Azul,Reino Unido,33082,Novo
Fiat,500,2022,Cinza,França,15992,Novo
Mercedes,Classe A,2020,Preto,Itália,41898,Novo
Fiat,Punto,2018,Azul,Países Baixos,13045,Novo
Mercedes,GLC,2019,Branco,Itália,38724,Novo
Ford,Fiesta,2021,Branco,França,30676,Novo
Audi,Q3,2020,Preto,França,82522,Novo
Volkswagen,Tiguan,2018,Azul,Reino Unido,31613,Novo
Mercedes,GLA,2020,Azul,Reino Unido,72241,Novo
Fiat,Tipo,2022,Cinza,Portugal,14731,Novo
Mercedes,Classe C,2018,Vermelho,Polônia,44228,Novo
Volkswagen,Passat,2019,Vermelho,Espanha,41525,Novo
Audi,A3,2020,Prata,França,62499,Novo
Renault,Clio,2018,Preto,França,18840,Novo
BMW,X1,2019,Preto,Itália,40814,Novo
BMW,X3,2019,Prata,França,58161,Novo
Fiat,Punto,2022,Vermelho,Países Baixos,27628,Novo
BMW,X3,2018,Cinza,Espanha,70858,Novo
Volkswagen,Tiguan,2018,Prata,França,37563,Novo
Ford,Focus,2018,Cinza,Portugal,17614,Novo
Peugeot,5008,2018,Preto,Itália,19339,Novo
Fiat,500,2021,Vermelho,França,15477,Novo
Peugeot,208,2022,Cinza,Itália,33221,Novo
Ford,Fiesta,2020,Cinza,Reino Unido,36372,Novo
Peugeot,3008,2019,Cinza,Espanha,24656,Novo
Ford,Mondeo,2021,Branco,Países Baixos,23415,Novo
Fiat,Tipo,2020,Cinza,Alemanha,19327,Novo
Fiat,500,2019,Azul,Reino Unido,22725,Novo
BMW,Serie 1,2022,Verde,Portugal,63911,Novo
Peugeot,208,2018,Cinza,Alemanha,19573,Novo
Ford,Focus,2018,Vermelho,Alemanha,19582,Novo
Renault,Megane,2018,Vermelho,França,32202,Novo
Audi,A3,2021,Azul,Espanha,73300,Novo
Audi,Q3,2018,Preto,Alemanha,33287,Novo
Mercedes,Classe C,2018,Branco,Itália,57582,Novo
Peugeot,208,2022,Preto,Itália,25035,Novo
Fiat,Punto,2021,Branco,França,21550,Novo
Audi,A3,2018,Preto,França,54423,Novo
Mercedes,Classe C,2022,Verde,Espanha,34751,Novo
Volkswagen,Passat,2019,Branco,Países Baixos,34134,Novo
Ford,Focus,2022,Vermelho,Portugal,36567,Novo
Renault,Megane,2018,Vermelho,Espanha,16365,Novo
Peugeot,208,2019,Cinza,Portugal,37969,Novo
Volkswagen,Passat,2021,Branco,Espanha,29845,Novo
Peugeot,3008,2021,Cinza,Polônia,28575,Novo
Mercedes,GLC,2019,Cinza,Polônia,70210,Novo
Ford,Focus,2021,Prata,Alemanha,23583,Novo
Ford,Focus,2021,Cinza,Países Baixos,37226,Novo
BMW,Serie 3,2021,Prata,França,75921,Novo
Audi,A3,2018,Cinza,Alemanha,72297,Novo
BMW,X1,2018,Vermelho,Alemanha,41650,Novo
Volkswagen,Tiguan,2020,Vermelho,Países Baixos,30193,Novo
Peugeot,3008,2020,Azul,França,37115,Novo
Volkswagen,Passat,2021,Cinza,Alemanha,29702,Novo
Volkswagen,Golf,2018,Preto,França,19993,Novo
BMW,X1,2021,Prata,Alemanha,53098,Novo
Ford,Kuga,2020,Verde,Espanha,26567,Novo
Audi,A3,2020,Branco,Polônia,55786,Novo
Ford,Focus,2022,Branco,Reino Unido,24441,Novo
Fiat,Tipo,2022,Cinza,Itália,25547,Novo
Ford,Mondeo,2020,Cinza,Itália,32107,Novo
BMW,X1,2021,Preto,Alemanha,32241,Novo
Audi,Q3,2019,Verde,França,30535,Novo
Fiat,Tipo,2020,Prata,Espanha,19475,Novo
Volkswagen,Golf,2021,Preto,Polônia,20560,Novo
BMW,X1,2021,Branco,Espanha,56320,Novo
Ford,Mondeo,2022,Preto,Espanha,17526,Novo
Mercedes,Classe C,2018,Preto,Espanha,37743,Novo
Mercedes,Classe C,2021,Branco,Portugal,44922,Novo
Ford,Focus,2021,Verde,Espanha,28982,Novo
BMW,X3,2022,Preto,Alemanha,70175,Novo
Audi,A4,2018,Preto,França,68875,Novo
Peugeot,308,2018,Branco,Polônia,35750,Novo
Mercedes,Classe C,2019,Vermelho,Espanha,80027,Novo
Audi,Q5,2020,Verde,França,42418,Novo
Ford,Mondeo,2019,Preto,Reino Unido,22343,Novo
Audi,Q5,2018,Cinza,Itália,38628,Novo
Peugeot,3008,2019,Cinza,Polônia,24986,Novo
Mercedes,Classe A,2021,Preto,Países Baixos,58142,Novo
Volkswagen,Tiguan,2018,Preto,Reino Unido,28751,Novo
BMW,X3,2022,Branco,Alemanha,67662,Novo
BMW,Serie 3,2019,Vermelho,Reino Unido,57718,Novo
Audi,A4,2022,Preto,Reino Unido,35700,Novo
Ford,Focus,2018,Azul,Portugal,33312,Novo
Audi,Q5,2022,Prata,Reino Unido,35486,Novo
Volkswagen,Tiguan,2021,Preto,Espanha,44765,Novo
Ford,Fiesta,2018,Preto,Países Baixos,30976,Novo
Ford,Fiesta,2018,Preto,Portugal,18728,Novo
Mercedes,Classe A,2020,Vermelho,Países Baixos,58388,Novo
Peugeot,3008,2022,Vermelho,Países Baixos,38077,Novo
Fiat,Punto,2022,Preto,Portugal,25848,Novo
Renault,Megane,2021,Azul,Polônia,15047,Novo
Audi,A3,2019,Prata,Reino Unido,44171,Novo
Audi,A4,2020,Branco,Espanha,76600,Novo
BMW,X1,2021,Prata,Polônia,54758,Novo
Audi,A3,2022,Vermelho,Polônia,48060,Novo
Fiat,Panda,2020,Branco,Itália,25624,Novo
Renault,Talisman,2019,Azul,Polônia,16210,Novo
Mercedes,Classe A,2020,Vermelho,Itália,40636,Novo
BMW,Serie 3,2018,Cinza,Alemanha,74899,Novo
Peugeot,5008,2019,Azul,Espanha,20459,Novo
BMW,X1,2018,Vermelho,Reino Unido,74430,Novo
Peugeot,5008,2021,Prata,Portugal,25462,Novo
Ford,Kuga,2020,Preto,Países Baixos,22962,Novo
Ford,Mondeo,2020,Branco,Espanha,33427,Novo
Audi,A4,2020,Prata,Polônia,40906,Novo
BMW,Serie 3,2021,Preto,Itália,61263,Novo
Fiat,Tipo,2019,Branco,Alemanha,16291,Novo
Volkswagen,Golf,2020,Branco,Alemanha,26743,Novo
Peugeot,208,2019,Preto,Países Baixos,31836,Novo
Peugeot,208,2018,Cinza,Itália,32400,Novo
Ford,Mondeo,2019,Prata,Espanha,26983,Novo
Fiat,500,2021,Cinza,Polônia,12519,Novo
Volkswagen,Tiguan,2021,Preto,Países Baixos,35747,Novo
Fiat,Punto,2020,Preto,Reino Unido,15383,Novo
Mercedes,Classe C,2020,Azul,França,85472,Novo
Fiat,Tipo,2021,Azul,Alemanha,19968,Novo
Audi,A4,2020,Preto,Portugal,58896,Novo
Peugeot,5008,2022,Azul,Itália,35670,Novo
Audi,Q5,2019,Cinza,Reino Unido,46866,Novo
Peugeot,308,2020,Branco,Reino Unido,32316,Novo
Audi,Q3,2022,Azul,Espanha,69278,Novo
Ford,Focus,2021,Vermelho,Espanha,18629,Novo
Peugeot,208,2021,Preto,Espanha,27781,Novo
Peugeot,3008,2020,Preto,Itália,38239,Novo
Ford,Mondeo,2020,Branco,Espanha,22374,Novo
