Marca,Modelo,Ano,Cor,País,Preço (€),Quilometragem (km),Tipo
Ford,Kuga,2020,Preto,Reino Unido,41659,197699,Usado
Volkswagen,Golf,2019,Branco,Polônia,5563,172132,Usado
Fiat,500,2004,Cinza,Polônia,9643,229131,Usado
Ford,Focus,2001,Cinza,Itália,31731,114458,Usado
Volkswagen,Passat,2013,Preto,Países Baixos,45092,67539,Usado
Fiat,Tipo,2005,Preto,Espanha,51831,146330,Usado
Ford,Fiesta,2003,Preto,Alemanha,13720,170009,Usado
Audi,Q5,2016,Cinza,Itália,12518,247634,Usado
Volkswagen,Tiguan,2021,Azul,Alemanha,48253,39051,Usado
Renault,Talisman,2014,Preto,Reino Unido,33254,89045,Usado
Renault,Captur,2006,Cinza,Países Baixos,44796,125312,Usado
Renault,Clio,2009,Branco,Portugal,49698,98808,Usado
Fiat,Tipo,2021,Branco,Alemanha,27570,88820,Usado
Mercedes,Classe A,2018,Branco,Reino Unido,8017,217978,Usado
Peugeot,208,2004,Cinza,Portugal,51201,161351,Usado
Peugeot,5008,2005,Azul,Reino Unido,18078,192686,Usado
BMW,Serie 5,2000,Vermelho,Espanha,45821,130736,Usado
Fiat,Tipo,2011,Preto,Polônia,4619,150047,Usado
Volkswagen,Tiguan,2020,Preto,Espanha,40481,97573,Usado
Fiat,Punto,2006,Branco,Espanha,11461,153087,Usado
BMW,Serie 3,2012,Branco,Alemanha,33508,10347,Usado
Ford,Kuga,2019,Cinza,Itália,41328,151964,Usado
Renault,Megane,2000,Vermelho,Reino Unido,34358,129302,Usado
BMW,Serie 5,2019,Preto,Países Baixos,42110,70428,Usado
BMW,Serie 3,2011,Vermelho,Reino Unido,8432,156716,Usado
BMW,X3,2017,Preto,Polônia,37521,127788,Usado
Ford,Fiesta,2018,Branco,Portugal,32055,47891,Usado
Volkswagen,Golf,2008,Preto,Portugal,27259,96006,Usado
BMW,Serie 1,2006,Azul,Alemanha,12879,102852,Usado
Peugeot,308,2010,Preto,Reino Unido,48232,91544,Usado
BMW,Serie 3,2000,Branco,Portugal,20921,19357,Usado
Ford,Fiesta,2001,Preto,Países Baixos,33575,83258,Usado
Peugeot,3008,2021,Branco,Polônia,27487,35651,Usado
Mercedes,Classe C,2002,Preto,Polônia,13800,42823,Usado
Ford,Kuga,2020,Preto,Polônia,12283,166645,Usado
Renault,Megane,2014,Preto,Portugal,33798,23133,Usado
Renault,Talisman,2013,Branco,Alemanha,9823,23489,Usado
Renault,Megane,2016,Preto,Alemanha,25263,18565,Usado
Mercedes,GLC,2011,Cinza,Espanha,21658,26253,Usado
Audi,Q5,2022,Vermelho,França,41314,168730,Usado
Peugeot,3008,2010,Preto,França,52159,127775,Usado
Renault,Talisman,2008,Cinza,Portugal,10239,11710,Usado
Volkswagen,Passat,2014,Prata,Países Baixos,16521,249265,Usado
Renault,Talisman,2005,Vermelho,Polônia,40711,11530,Usado
Peugeot,3008,2017,Preto,Reino Unido,46936,130147,Usado
Volkswagen,Passat,2007,Prata,Espanha,20071,25074,Usado
Peugeot,5008,2005,Verde,Itália,5591,130576,Usado
Renault,Captur,2013,Branco,Alemanha,28150,36852,Usado
Audi,A3,2020,Azul,França,4283,38691,Usado
Fiat,Tipo,2022,Preto,Portugal,12752,60426,Usado
Volkswagen,Tiguan,2019,Prata,Reino Unido,26172,37994,Usado
Peugeot,5008,2008,Vermelho,França,3645,167002,Usado
Renault,Talisman,2010,Prata,Espanha,29475,154960,Usado
Peugeot,5008,2001,Vermelho,Espanha,15763,195237,Usado
BMW,X3,2000,Branco,Espanha,46553,181168,Usado
Mercedes,GLA,2017,Azul,Alemanha,21710,81975,Usado
Ford,Focus,2016,Vermelho,Itália,14101,176790,Usado
Mercedes,GLA,2000,Preto,Países Baixos,25433,137161,Usado
Mercedes,GLC,2014,Preto,Alemanha,41547,33795,Usado
Volkswagen,Tiguan,2022,Branco,Polônia,12794,234817,Usado
Volkswagen,Passat,2005,Branco,Portugal,9370,145600,Usado
Peugeot,208,2013,Vermelho,Espanha,19843,160024,Usado
Audi,A3,2002,Preto,Polônia,13449,55290,Usado
Volkswagen,Polo,2022,Preto,França,18223,208309,Usado
Fiat,Tipo,2003,Branco,Reino Unido,49738,240037,Usado
Audi,A4,2019,Preto,Países Baixos,26383,66709,Usado
BMW,Serie 1,2018,Verde,Itália,45409,157850,Usado
Volkswagen,Tiguan,2019,Verde,Reino Unido,10230,184272,Usado
Mercedes,GLC,2022,Cinza,Itália,55142,61307,Usado
Fiat,Punto,2005,Preto,Espanha,34655,48472,Usado
Fiat,Panda,2000,Cinza,Alemanha,49733,133202,Usado
Peugeot,3008,2008,Branco,Reino Unido,35808,207435,Usado
Mercedes,GLC,2007,Prata,Portugal,27173,59869,Usado
Volkswagen,Tiguan,2022,Cinza,Reino Unido,34600,56631,Usado
Fiat,Punto,2002,Branco,Reino Unido,4492,100998,Usado
Peugeot,208,2015,Vermelho,Itália,10851,21288,Usado
Peugeot,208,2008,Prata,Espanha,28634,14168,Usado
BMW,Serie 1,2007,Cinza,Polônia,37215,228563,Usado
Fiat,Punto,2013,Vermelho,Alemanha,48714,31649,Usado
Renault,Clio,2021,Cinza,Itália,45533,101019,Usado
Volkswagen,Golf,2018,Branco,Polônia,46355,167331,Usado
Renault,Megane,2011,Cinza,Reino Unido,49571,136265,Usado
Ford,Focus,2022,Verde,Países Baixos,45070,221997,Usado
Fiat,Tipo,2017,Branco,Espanha,31933,243297,Usado
Mercedes,GLC,2018,Branco,Alemanha,48496,211940,Usado
Peugeot,208,2002,Preto,Itália,20839,192116,Usado
Renault,Talisman,2016,Cinza,Reino Unido,46056,153781,Usado
Volkswagen,Polo,2007,Preto,Espanha,50968,239073,Usado
Audi,A3,2020,Cinza,Reino Unido,34337,141554,Usado
Fiat,Tipo,2008,Branco,Portugal,7912,9648,Usado
Volkswagen,Tiguan,2020,Branco,Polônia,52334,73648,Usado
Audi,A3,2010,Preto,Itália,20740,195590,Usado
Fiat,Panda,2000,Branco,Itália,47363,247247,Usado
Ford,Fiesta,2020,Branco,Portugal,6311,158504,Usado
Peugeot,308,2006,Verde,Portugal,40383,118816,Usado
Mercedes,Classe C,2022,Azul,Polônia,3726,139832,Usado
Audi,Q5,2017,Branco,Espanha,20373,8744,Usado
Audi,Q5,2017,Preto,Polônia,13651,104239,Usado
Renault,Clio,2000,Branco,Itália,22086,150448,Usado
Audi,A4,2008,Azul,Itália,13058,79637,Usado
BMW,Serie 5,2021,Preto,Polônia,49619,153226,Usado
Renault,Megane,2020,Prata,Reino Unido,36154,142103,Usado
Fiat,Punto,2001,Preto,Reino Unido,31939,7282,Usado
Volkswagen,Passat,2012,Branco,Portugal,12428,173509,Usado
Volkswagen,Passat,2022,Vermelho,Reino Unido,37587,15516,Usado
Fiat,500,2017,Branco,Portugal,27950,236496,Usado
Peugeot,308,2011,Vermelho,Itália,21626,84003,Usado
Renault,Captur,2008,Cinza,Países Baixos,18434,200119,Usado
Ford,Focus,2021,Azul,Alemanha,45903,181806,Usado
BMW,X1,2004,Azul,Portugal,29167,26312,Usado
Volkswagen,Passat,2019,Branco,França,43379,22297,Usado
Renault,Captur,2010,Branco,Itália,31797,183570,Usado
Volkswagen,Golf,2005,Vermelho,Países Baixos,3929,213559,Usado
Renault,Talisman,2011,Cinza,Polônia,51515,10744,Usado
Peugeot,308,2004,Branco,Países Baixos,36210,229834,Usado
Mercedes,Classe A,2003,Preto,Reino Unido,50093,173298,Usado
Ford,Kuga,2009,Branco,Reino Unido,17138,125956,Usado
Audi,A3,2009,Prata,Portugal,25052,207921,Usado
Renault,Clio,2002,Prata,Espanha,3785,207747,Usado
Volkswagen,Golf,2012,Cinza,Reino Unido,8619,236312,Usado
Peugeot,5008,2015,Vermelho,Portugal,6236,151920,Usado
Volkswagen,Golf,2001,Preto,Portugal,8498,212190,Usado
Mercedes,GLA,2009,Vermelho,Portugal,59882,206465,Usado
Volkswagen,Golf,2013,Azul,Portugal,11491,5138,Usado
Audi,Q5,2018,Preto,Polônia,28879,86532,Usado
Mercedes,Classe A,2014,Vermelho,Espanha,42420,60568,Usado
Mercedes,GLC,2017,Cinza,Alemanha,47695,241281,Usado
Mercedes,Classe A,2006,Branco,Espanha,17852,95768,Usado
Peugeot,5008,2021,Branco,Países Baixos,55314,137212,Usado
BMW,Serie 5,2021,Cinza,Espanha,13485,164380,Usado
Fiat,500,2006,Preto,Alemanha,4207,51099,Usado
Volkswagen,Polo,2011,Verde,Itália,40529,135351,Usado
Renault,Talisman,2019,Prata,Polônia,15982,111233,Usado
Renault,Megane,2010,Preto,Países Baixos,5454,25878,Usado
Mercedes,GLA,2018,Cinza,Itália,58220,118613,Usado
Mercedes,Classe C,2018,Cinza,Polônia,54971,46862,Usado
Peugeot,3008,2015,Verde,Países Baixos,19499,241460,Usado
Volkswagen,Golf,2016,Branco,Países Baixos,17482,45510,Usado
Fiat,500,2004,Cinza,Reino Unido,53876,228518,Usado
Audi,Q5,2017,Cinza,Portugal,8845,222770,Usado
Mercedes,Classe C,2009,Preto,Reino Unido,3276,56151,Usado
Renault,Megane,2008,Branco,Países Baixos,23536,61622,Usado
Mercedes,GLA,2017,Azul,Alemanha,14590,146958,Usado
Mercedes,Classe A,2003,Vermelho,Alemanha,57820,222228,Usado
Ford,Mondeo,2004,Vermelho,Alemanha,14390,111752,Usado
Renault,Captur,2001,Preto,Polônia,14528,26281,Usado
Fiat,Tipo,2003,Branco,Reino Unido,4098,24810,Usado
Ford,Kuga,2013,Vermelho,Portugal,13207,223401,Usado
Peugeot,208,2018,Cinza,Países Baixos,8185,85807,Usado
Volkswagen,Passat,2001,Vermelho,Países Baixos,18717,241731,Usado
BMW,Serie 3,2012,Azul,Polônia,38323,73487,Usado
Audi,A4,2022,Prata,Portugal,26782,33454,Usado
Volkswagen,Golf,2008,Preto,Portugal,37324,127258,Usado
Peugeot,3008,2021,Preto,Polônia,10190,224679,Usado
Fiat,Tipo,2009,Vermelho,Reino Unido,28235,5159,Usado
BMW,Serie 3,2013,Vermelho,Países Baixos,34566,51101,Usado
Fiat,500,2003,Preto,Polônia,59071,207193,Usado
Renault,Captur,2013,Prata,Países Baixos,48409,184838,Usado
Mercedes,Classe A,2011,Branco,Alemanha,57238,63608,Usado
BMW,X3,2017,Branco,Reino Unido,25736,32990,Usado
Ford,Focus,2007,Preto,Portugal,18275,60103,Usado
Peugeot,5008,2010,Vermelho,Itália,35402,189456,Usado
Mercedes,Classe C,2011,Cinza,França,51014,227002,Usado
Peugeot,3008,2016,Branco,Países Baixos,58243,134714,Usado
Peugeot,208,2022,Cinza,Alemanha,47859,97122,Usado
Volkswagen,Tiguan,2022,Preto,Polônia,23180,148252,Usado
Mercedes,Classe A,2004,Verde,Espanha,36290,125592,Usado
Renault,Captur,2008,Preto,Itália,8842,199187,Usado
Peugeot,308,2016,Branco,Países Baixos,18206,155043,Usado
Ford,Fiesta,2002,Cinza,França,43703,240469,Usado
Mercedes,GLC,2008,Preto,Alemanha,16324,7257,Usado
Peugeot,208,2003,Prata,Países Baixos,32320,25808,Usado
Fiat,500,2021,Prata,Alemanha,30747,81396,Usado
Audi,A3,2012,Branco,Países Baixos,28351,127118,Usado
Renault,Megane,2002,Branco,Espanha,22604,21923,Usado
Ford,Focus,2021,Cinza,Portugal,47283,169074,Usado
Mercedes,Classe A,2016,Preto,França,58860,67507,Usado
Audi,A3,2009,Preto,Portugal,55325,23199,Usado
BMW,Serie 1,2003,Prata,Itália,27472,242954,Usado
Audi,A4,2016,Prata,Espanha,27087,17828,Usado
Mercedes,Classe A,2003,Preto,França,29853,180936,Usado
Renault,Captur,2015,Vermelho,Países Baixos,14867,7745,Usado
Renault,Captur,2021,Preto,Itália,54374,119397,Usado
Volkswagen,Polo,2004,Branco,Países Baixos,33431,153980,Usado
Volkswagen,Golf,2022,Cinza,Espanha,23093,142227,Usado
Ford,Mondeo,2010,Azul,Portugal,55870,192619,Usado
Audi,Q3,2008,Cinza,Países Baixos,48280,32606,Usado
Volkswagen,Tiguan,2007,Preto,Itália,48671,95306,Usado
Peugeot,208,2001,Cinza,Portugal,36870,108547,Usado
Audi,Q5,2003,Verde,Alemanha,36398,147980,Usado
Ford,Mondeo,2019,Cinza,Polônia,58835,54429,Usado
Volkswagen,Golf,2011,Cinza,Alemanha,35793,118688,Usado
BMW,Serie 5,2012,Branco,Portugal,55916,191823,Usado
Ford,Mondeo,2014,Preto,Itália,11682,201416,Usado
Volkswagen,Passat,2019,Branco,Reino Unido,12915,244160,Usado
Audi,Q3,2008,Azul,França,45736,21241,Usado
Peugeot,5008,2019,Branco,Países Baixos,57837,236072,Usado
BMW,Serie 5,2001,Branco,Portugal,24625,240796,Usado
Fiat,Panda,2005,Branco,Reino Unido,25973,44121,Usado
Fiat,Tipo,2013,Cinza,Reino Unido,33722,173925,Usado
Fiat,Panda,2007,Preto,Itália,11811,98344,Usado
Volkswagen,Tiguan,2010,Vermelho,Itália,57110,150051,Usado
Renault,Megane,2008,Preto,Itália,28851,36279,Usado
Ford,Mondeo,2011,Branco,Alemanha,42954,43870,Usado
Audi,A4,2021,Preto,Reino Unido,3619,235258,Usado
Peugeot,3008,2001,Azul,Itália,27820,73431,Usado
BMW,Serie 3,2022,Branco,França,11199,81253,Usado
Ford,Mondeo,2014,Branco,Itália,24542,167384,Usado
Mercedes,GLC,2017,Vermelho,Reino Unido,30691,82960,Usado
Peugeot,308,2003,Branco,Países Baixos,18515,172849,Usado
Audi,Q3,2020,Branco,Espanha,7967,89289,Usado
Audi,Q5,2015,Preto,Portugal,18514,245504,Usado
Peugeot,3008,2011,Azul,França,5787,28816,Usado
Fiat,Punto,2022,Prata,Itália,5176,221735,Usado
Volkswagen,Golf,2006,Branco,Espanha,38219,235004,Usado
Fiat,500,2002,Verde,Itália,23313,24149,Usado
Volkswagen,Polo,2012,Branco,Espanha,20076,71641,Usado
Renault,Clio,2017,Prata,França,49956,35099,Usado
Renault,Captur,2009,Vermelho,Alemanha,23584,248588,Usado
BMW,Serie 1,2016,Preto,Países Baixos,37540,162608,Usado
Peugeot,5008,2004,Azul,Países Baixos,49002,54812,Usado
Mercedes,GLC,2018,Branco,Espanha,17534,225462,Usado
Audi,Q3,2007,Branco,Reino Unido,5179,179870,Usado
BMW,X1,2014,Cinza,Portugal,23700,175536,Usado
Ford,Kuga,2015,Prata,Espanha,47525,229760,Usado
Mercedes,GLC,2014,Prata,Alemanha,18042,96502,Usado
Ford,Kuga,2007,Preto,Espanha,50068,24991,Usado
Ford,Focus,2003,Preto,Alemanha,30056,142686,Usado
Peugeot,5008,2019,Branco,Portugal,40726,42044,Usado
Fiat,Panda,2021,Branco,Alemanha,45633,224526,Usado
Audi,A4,2020,Branco,Itália,41578,95453,Usado
Audi,Q5,2011,Branco,Polônia,48475,65142,Usado
Volkswagen,Golf,2012,Branco,França,38517,149228,Usado
Volkswagen,Tiguan,2018,Preto,Reino Unido,23975,106754,Usado
Audi,A4,2003,Verde,Países Baixos,8141,33884,Usado
Fiat,Panda,2007,Azul,Itália,48046,15014,Usado
BMW,Serie 3,2001,Vermelho,Alemanha,12168,57874,Usado
Ford,Focus,2021,Branco,Espanha,25063,224571,Usado
Audi,A3,2020,Cinza,Alemanha,41078,178784,Usado
Mercedes,GLC,2016,Prata,Países Baixos,59513,25583,Usado
Audi,Q5,2006,Cinza,Alemanha,28582,70942,Usado
BMW,X3,2016,Preto,Alemanha,21908,89040,Usado
Peugeot,308,2005,Azul,Portugal,4538,172248,Usado
Audi,A3,2011,Azul,Portugal,37998,238663,Usado
Volkswagen,Golf,2002,Cinza,Espanha,53719,134887,Usado
Ford,Mondeo,2017,Preto,Itália,37675,237866,Usado
Ford,Focus,2000,Verde,Portugal,48814,215819,Usado
Ford,Kuga,2018,Azul,Alemanha,43880,108591,Usado
Mercedes,Classe A,2000,Branco,Países Baixos,3389,104303,Usado
Peugeot,5008,2002,Verde,Países Baixos,7986,37298,Usado
BMW,Serie 1,2019,Azul,Espanha,30798,96649,Usado
Ford,Focus,2018,Cinza,Países Baixos,46526,242942,Usado
Mercedes,Classe C,2015,Verde,Itália,49289,58747,Usado
Ford,Mondeo,2000,Cinza,Reino Unido,51692,64722,Usado
Peugeot,3008,2011,Cinza,Alemanha,13808,240419,Usado
Fiat,Panda,2021,Branco,Alemanha,33013,123639,Usado
Volkswagen,Passat,2021,Branco,França,15253,89526,Usado
Audi,Q5,2000,Azul,Reino Unido,54590,86486,Usado
Audi,A4,2022,Branco,Reino Unido,59796,239231,Usado
Renault,Clio,2017,Prata,Alemanha,32240,30991,Usado
BMW,X3,2009,Preto,Reino Unido,43505,100556,Usado
Renault,Megane,2008,Azul,França,17256,123490,Usado
Volkswagen,Tiguan,2006,Branco,França,25625,37088,Usado
Mercedes,GLC,2001,Branco,França,25693,140189,Usado
BMW,Serie 5,2022,Preto,Portugal,4518,35949,Usado
Renault,Captur,2008,Preto,Espanha,32267,237930,Usado
Audi,A4,2020,Preto,Itália,37510,6306,Usado
BMW,Serie 1,2000,Azul,Reino Unido,48800,173035,Usado
Mercedes,GLC,2001,Prata,Alemanha,5642,47137,Usado
Volkswagen,Polo,2020,Prata,Reino Unido,5994,130844,Usado
Mercedes,GLC,2021,Cinza,Reino Unido,56272,60276,Usado
Renault,Clio,2016,Branco,Polônia,20200,70618,Usado
Volkswagen,Polo,2003,Azul,Reino Unido,15905,126759,Usado
Ford,Focus,2015,Azul,França,19753,121506,Usado
Fiat,Tipo,2002,Prata,Portugal,59446,230646,Usado
Audi,Q5,2008,Cinza,Itália,32943,202467,Usado
Volkswagen,Passat,2008,Branco,Espanha,31327,15278,Usado
Volkswagen,Golf,2022,Preto,Espanha,57318,108423,Usado
Audi,A3,2013,Branco,Países Baixos,24281,117935,Usado
Mercedes,Classe A,2017,Azul,França,20568,91346,Usado
Ford,Focus,2015,Branco,França,29149,196102,Usado
Mercedes,GLC,2012,Vermelho,Itália,37761,5869,Usado
Volkswagen,Passat,2013,Branco,Reino Unido,19873,28248,Usado
Volkswagen,Golf,2005,Vermelho,Polônia,41256,90947,Usado
Renault,Clio,2021,Prata,França,15855,90178,Usado
Peugeot,308,2010,Azul,Reino Unido,21425,185903,Usado
Renault,Megane,2010,Prata,Espanha,10697,160489,Usado
Audi,A4,2010,Cinza,Portugal,26299,102493,Usado
Ford,Kuga,2010,Cinza,Espanha,34707,204886,Usado
Volkswagen,Passat,2002,Branco,França,44080,192776,Usado
Fiat,Tipo,2020,Preto,Portugal,37800,171601,Usado
Renault,Clio,2017,Prata,Portugal,50406,68059,Usado
Mercedes,GLA,2003,Branco,Espanha,5187,82243,Usado
Mercedes,GLC,2009,Cinza,Portugal,35828,131270,Usado
BMW,X1,2012,Branco,Países Baixos,47895,184588,Usado
Renault,Megane,2009,Branco,França,22238,147159,Usado
Volkswagen,Golf,2020,Prata,Reino Unido,51114,64500,Usado
Mercedes,GLA,2021,Cinza,Portugal,35854,81240,Usado
Renault,Captur,2015,Azul,Alemanha,30518,56925,Usado
Volkswagen,Golf,2014,Azul,Portugal,26199,180661,Usado
Renault,Captur,2015,Preto,Alemanha,47278,172527,Usado
Peugeot,308,2004,Azul,França,16917,206365,Usado
Fiat,Panda,2016,Branco,Países Baixos,10081,46458,Usado
Fiat,Tipo,2009,Azul,Itália,46939,34345,Usado
Volkswagen,Polo,2010,Branco,Polônia,6630,183933,Usado
Audi,Q3,2021,Preto,Espanha,57935,127439,Usado
Mercedes,Classe A,2008,Branco,Reino Unido,39320,54170,Usado
Mercedes,Classe C,2007,Azul,Alemanha,37716,227129,Usado
BMW,Serie 5,2012,Prata,França,7188,148279,Usado
Audi,A3,2015,Cinza,Países Baixos,30964,212772,Usado
Audi,Q5,2016,Preto,Portugal,18810,141198,Usado
BMW,Serie 1,2006,Branco,Alemanha,39413,148888,Usado
Mercedes,Classe A,2002,Cinza,Portugal,33698,146727,Usado
BMW,X1,2015,Preto,Espanha,45056,56831,Usado
Ford,Fiesta,2021,Vermelho,Itália,28963,48954,Usado
Fiat,Panda,2006,Cinza,Itália,52810,239433,Usado
Volkswagen,Golf,2014,Cinza,Portugal,46949,42405,Usado
Volkswagen,Tiguan,2017,Prata,Países Baixos,44153,82535,Usado
Ford,Focus,2005,Branco,Alemanha,41759,212139,Usado
Audi,Q5,2019,Azul,Portugal,39945,184009,Usado
Peugeot,208,2021,Cinza,Países Baixos,48276,169474,Usado
BMW,X3,2002,Branco,Reino Unido,11397,158407,Usado
Ford,Kuga,2022,Branco,Itália,27123,92923,Usado
Mercedes,Classe C,2010,Prata,Reino Unido,6306,38665,Usado
Fiat,Punto,2016,Branco,Polônia,26675,153961,Usado
Peugeot,5008,2014,Preto,Espanha,24639,200784,Usado
BMW,Serie 3,2004,Cinza,Reino Unido,38622,194919,Usado
BMW,X1,2016,Preto,Itália,27255,177075,Usado
Peugeot,3008,2006,Azul,Polônia,37693,171812,Usado
BMW,Serie 1,2015,Vermelho,Itália,53964,86471,Usado
BMW,X1,2009,Cinza,Reino Unido,55797,192305,Usado
Renault,Megane,2012,Azul,Países Baixos,19999,198594,Usado
Volkswagen,Tiguan,2012,Preto,Reino Unido,13973,11859,Usado
BMW,X1,2010,Preto,Alemanha,55953,220553,Usado
BMW,X1,2018,Vermelho,França,10485,167527,Usado
Volkswagen,Tiguan,2005,Cinza,Itália,54877,17226,Usado
Fiat,Panda,2000,Cinza,Países Baixos,40019,181020,Usado
BMW,X3,2003,Vermelho,França,55198,235606,Usado
Renault,Talisman,2022,Verde,Países Baixos,28939,185217,Usado
Peugeot,5008,2011,Preto,Países Baixos,28344,8748,Usado
Audi,A4,2005,Branco,Países Baixos,19034,207318,Usado
Peugeot,5008,2013,Azul,Reino Unido,5103,70901,Usado
Mercedes,GLC,2007,Azul,Polônia,15391,107476,Usado
Fiat,Tipo,2001,Azul,Alemanha,53357,222980,Usado
Ford,Focus,2015,Vermelho,Espanha,44258,169796,Usado
Audi,Q3,2009,Preto,Itália,49754,247014,Usado
Audi,Q5,2012,Preto,Espanha,13698,66114,Usado
Peugeot,3008,2021,Cinza,Polônia,32179,198839,Usado
Peugeot,3008,2021,Preto,Reino Unido,36687,111609,Usado
Volkswagen,Tiguan,2003,Preto,Polônia,39607,88178,Usado
BMW,Serie 5,2002,Cinza,Portugal,30772,101393,Usado
Mercedes,Classe A,2003,Verde,Polônia,11210,146994,Usado
BMW,Serie 3,2010,Cinza,Países Baixos,21642,16094,Usado
Ford,Kuga,2013,Branco,Espanha,6262,121026,Usado
Peugeot,3008,2020,Verde,Espanha,33453,141304,Usado
BMW,X1,2005,Cinza,Itália,56535,230162,Usado
Peugeot,308,2022,Prata,Países Baixos,50574,227123,Usado
Peugeot,3008,2008,Azul,Alemanha,16288,165949,Usado
BMW,Serie 5,2000,Azul,Espanha,42104,154134,Usado
Ford,Mondeo,2021,Cinza,Polônia,48148,64821,Usado
Fiat,Tipo,2019,Azul,Alemanha,11566,208834,Usado
Mercedes,GLA,2011,Cinza,Espanha,59541,248877,Usado
Mercedes,GLC,2012,Preto,Portugal,28520,155245,Usado
BMW,X1,2021,Cinza,Países Baixos,25439,123570,Usado
Fiat,Punto,2007,Preto,França,8021,103000,Usado
Ford,Mondeo,2019,Branco,Reino Unido,16117,158322,Usado
Audi,Q5,2012,Verde,Países Baixos,43150,93151,Usado
Ford,Kuga,2008,Verde,Espanha,45788,120945,Usado
Volkswagen,Passat,2022,Cinza,Polônia,30230,145148,Usado
Fiat,Tipo,2019,Branco,Portugal,8750,118931,Usado
Volkswagen,Golf,2009,Prata,Itália,56741,170386,Usado
BMW,Serie 3,2006,Preto,França,28338,228507,Usado
BMW,Serie 3,2019,Cinza,Espanha,39738,62124,Usado
Fiat,Panda,2007,Preto,Espanha,13295,236318,Usado
Ford,Kuga,2013,Azul,Portugal,36629,60863,Usado
Renault,Megane,2006,Branco,Espanha,20420,21351,Usado
Renault,Clio,2021,Prata,França,41847,17453,Usado
Audi,Q5,2022,Preto,Polônia,26926,50066,Usado
Renault,Megane,2004,Cinza,França,4447,155655,Usado
Fiat,Punto,2002,Preto,Espanha,49525,174302,Usado
Volkswagen,Golf,2022,Verde,França,40688,166206,Usado
BMW,X3,2001,Cinza,Portugal,8208,38455,Usado
BMW,Serie 5,2011,Vermelho,Polônia,54305,145558,Usado
Audi,Q3,2022,Vermelho,Alemanha,38871,236816,Usado
Ford,Mondeo,2020,Cinza,Países Baixos,17536,70982,Usado
Renault,Talisman,2005,Vermelho,Polônia,34480,234602,Usado
Ford,Focus,2015,Branco,Espanha,35954,249056,Usado
Ford,Focus,2007,Preto,Alemanha,5032,71788,Usado
Fiat,500,2012,Cinza,França,36037,137702,Usado
Fiat,Punto,2006,Prata,Portugal,4695,216429,Usado
Audi,A4,2020,Branco,Espanha,53818,166004,Usado
Fiat,Tipo,2015,Branco,Portugal,9855,220286,Usado
Ford,Focus,2005,Branco,Itália,30529,91402,Usado
Ford,Kuga,2011,Cinza,Polônia,52500,125062,Usado
Peugeot,308,2019,Azul,Alemanha,29910,34437,Usado
Peugeot,308,2019,Branco,Reino Unido,58683,189844,Usado
Peugeot,3008,2009,Vermelho,Espanha,21931,97876,Usado
Volkswagen,Polo,2003,Cinza,Polônia,54148,118936,Usado
Ford,Focus,2007,Prata,Portugal,43214,82485,Usado
Ford,Mondeo,2014,Prata,Polônia,51356,227704,Usado
Renault,Clio,2015,Cinza,Reino Unido,36489,192902,Usado
Volkswagen,Polo,2006,Prata,França,37524,232565,Usado
Fiat,Tipo,2012,Azul,Reino Unido,50764,186871,Usado
Audi,A3,2007,Branco,Polônia,32896,36923,Usado
BMW,X1,2020,Preto,Espanha,59221,58664,Usado
Volkswagen,Tiguan,2008,Vermelho,Alemanha,12259,40554,Usado
Mercedes,Classe C,2015,Branco,Polônia,20888,24692,Usado
Fiat,Panda,2007,Branco,Reino Unido,32963,227528,Usado
Mercedes,GLC,2009,Branco,Itália,50966,27800,Usado
Volkswagen,Tiguan,2020,Cinza,Polônia,12783,238861,Usado
Fiat,Tipo,2005,Preto,Países Baixos,28074,75453,Usado
Ford,Fiesta,2016,Branco,Itália,26383,63160,Usado
Peugeot,3008,2001,Azul,Itália,44830,239139,Usado
Mercedes,Classe A,2005,Azul,Reino Unido,4051,115529,Usado
Fiat,500,2004,Prata,Espanha,47757,126008,Usado
Mercedes,GLC,2012,Preto,Países Baixos,32648,40944,Usado
Renault,Captur,2013,Vermelho,Espanha,28954,191093,Usado
Ford,Mondeo,2000,Preto,Países Baixos,35551,212456,Usado
Audi,Q5,2007,Prata,França,51003,25389,Usado
Renault,Captur,2008,Branco,Países Baixos,59907,8358,Usado
Ford,Kuga,2013,Cinza,Polônia,34521,10698,Usado
BMW,Serie 3,2008,Vermelho,Países Baixos,47041,36954,Usado
Mercedes,GLC,2004,Preto,Itália,13703,118776,Usado
